"id_muni2015","name_muni2015_en","name_muni2015_jp","totalpop1980","totalpop1981","totalpop1982","totalpop1983","totalpop1984","totalpop1985","totalpop1986","totalpop1987","totalpop1988","totalpop1989","totalpop1990","totalpop1991","totalpop1992","totalpop1993","totalpop1994","totalpop1995","totalpop1996","totalpop1997","totalpop1998","totalpop1999","totalpop2000","totalpop2001","totalpop2002","totalpop2003","totalpop2004","totalpop2005","totalpop2006","totalpop2007","totalpop2008","totalpop2009","totalpop2010","totalpop2011","totalpop2012","totalpop2013","totalpop2014","totalpop2015","totalpop2016","totalpop2017","totalpop2018","totalpop2019","totalpop2020","totalpop2021","totalpop2022","totalpop2023","totalpop2024","totalpop2025","totalpop2026","totalpop2027","totalpop2028","totalpop2029","totalpop2030","totalpop2031","totalpop2032","totalpop2033","totalpop2034","totalpop2035","totalpop2036","totalpop2037","totalpop2038","totalpop2039","totalpop2040","totalpop2041","totalpop2042","totalpop2043","totalpop2044","totalpop2045","totalpop2046","totalpop2047","totalpop2048","totalpop2049","totalpop2050"
3216,"Takizawa-shi, Iwate","岩手県 滝沢市",25686,26895,28105,29314,30524,31733,33008,34283,35558,36833,38108,39324,40540,41757,42973,44189,45599,47010,48420,49831,51241,51705,52169,52632,53096,53560,53619,53679,53738,53798,53857,54178,54499,54821,55142,55463,55486,55509,55533,55556,55579,55456,55334,55211,55089,54966,54682,54398,54113,53829,53545,53167,52789,52412,52034,51656,51193,50729,50266,49802,49339,48826,48314,47801,47289,46776,46227,45678,45130,44581,44032
3301,"Iwate-gun, Shizukuishi-cho, Iwate","岩手県 岩手郡 雫石町",18696,18782,18868,18955,19041,19127,19104,19081,19059,19036,19013,19085,19157,19229,19301,19373,19448,19524,19599,19675,19750,19611,19472,19333,19194,19055,18851,18646,18442,18237,18033,17823,17612,17402,17191,16981,16731,16481,16231,15981,15731,15427,15123,14818,14514,14210,13954,13698,13441,13185,12929,12677,12425,12172,11920,11668,11420,11172,10925,10677,10429,10189,9949,9709,9469,9229,9006,8782,8559,8335,8112
3302,"Iwate-gun, Kuzumaki-machi, Iwate","岩手県 岩手郡 葛巻町",11972,11824,11676,11527,11379,11231,11058,10884,10711,10537,10364,10198,10033,9867,9702,9536,9374,9212,9049,8887,8725,8584,8443,8303,8162,8021,7878,7734,7591,7447,7304,7112,6920,6728,6536,6344,6202,6060,5918,5776,5634,5504,5373,5243,5112,4982,4863,4743,4624,4504,4385,4274,4164,4053,3943,3832,3729,3625,3522,3418,3315,3218,3122,3025,2929,2832,2743,2655,2566,2478,2389
3303,"Iwate-gun, Iwate-machi, Iwate","岩手県 岩手郡 岩手町",20350,20257,20164,20071,19978,19885,19736,19587,19439,19290,19141,18966,18790,18615,18439,18264,18086,17907,17729,17550,17372,17148,16925,16701,16478,16254,16000,15746,15492,15238,14984,14726,14467,14209,13950,13692,13411,13129,12848,12566,12285,11946,11607,11269,10930,10591,10366,10141,9915,9690,9465,9249,9033,8818,8602,8386,8181,7976,7771,7566,7361,7166,6970,6775,6579,6384,6200,6016,5832,5648,5464
3321,"Shiwa-gun, Shiwa-cho, Iwate","岩手県 紫波郡 紫波町",27787,28008,28229,28450,28671,28892,29085,29278,29470,29663,29856,30147,30438,30729,31020,31311,31656,32002,32347,32693,33038,33169,33300,33430,33561,33692,33611,33530,33450,33369,33288,33153,33018,32884,32749,32614,32521,32427,32334,32240,32147,32010,31873,31737,31600,31463,31186,30910,30633,30357,30080,29775,29470,29164,28859,28554,28221,27887,27554,27220,26887,26558,26228,25899,25569,25240,24908,24576,24245,23913,23581
3322,"Shiwa-gun, Yahaba-cho, Iwate","岩手県 紫波郡 矢巾町",17465,17715,17965,18214,18464,18714,18955,19196,19438,19679,19920,20320,20720,21119,21519,21919,22589,23259,23928,24598,25268,25631,25995,26358,26722,27085,27109,27133,27157,27181,27205,27300,27394,27489,27583,27678,27754,27829,27905,27980,28056,27953,27850,27747,27644,27541,27387,27233,27079,26925,26771,26596,26421,26247,26072,25897,25687,25477,25267,25057,24847,24597,24347,24098,23848,23598,23335,23072,22809,22546,22283
3366,"Waga-gun, Nishiwaga-machi, Iwate","岩手県 和賀郡 西和賀町",9989,9895,9801,9708,9614,9520,9411,9301,9192,9082,8973,8897,8821,8746,8670,8594,8472,8350,8227,8105,7983,7861,7740,7618,7497,7375,7220,7066,6911,6757,6602,6458,6313,6169,6024,5880,5731,5582,5432,5283,5134,4989,4844,4698,4553,4408,4282,4156,4029,3903,3777,3668,3560,3451,3343,3234,3139,3044,2950,2855,2760,2673,2586,2500,2413,2326,2249,2172,2094,2017,1940
3381,"Isawa-gun, Kanegasaki-cho, Iwate","岩手県 胆沢郡 金ケ崎町",14973,15228,15484,15739,15995,16250,16134,16019,15903,15788,15672,15722,15772,15823,15873,15923,16015,16107,16199,16291,16383,16386,16388,16391,16393,16396,16382,16368,16353,16339,16325,16239,16153,16067,15981,15895,15823,15751,15679,15607,15535,15409,15283,15156,15030,14904,14780,14655,14531,14406,14282,14156,14029,13903,13776,13650,13517,13385,13252,13120,12987,12847,12707,12566,12426,12286,12132,11978,11824,11670,11516
3402,"Nishiiwai-gun, Hiraizumi-cho, Iwate","岩手県 西磐井郡 平泉町",9253,9343,9433,9523,9613,9703,9661,9619,9577,9535,9493,9452,9411,9370,9329,9288,9241,9194,9148,9101,9054,9007,8960,8913,8866,8819,8724,8629,8535,8440,8345,8250,8154,8059,7963,7868,7745,7622,7498,7375,7252,7125,6998,6871,6744,6617,6493,6369,6245,6121,5997,5880,5763,5645,5528,5411,5299,5187,5076,4964,4852,4744,4635,4527,4418,4310,4206,4102,3998,3894,3790
3441,"Kesen-gun, Sumita-cho, Iwate","岩手県 気仙郡 住田町",9036,8969,8902,8836,8769,8702,8607,8512,8418,8323,8228,8139,8050,7961,7872,7783,7687,7592,7496,7401,7305,7214,7122,7031,6939,6848,6716,6585,6453,6322,6190,6096,6002,5908,5814,5720,5585,5450,5315,5180,5045,4935,4825,4715,4605,4495,4397,4300,4202,4105,4007,3921,3835,3750,3664,3578,3499,3420,3340,3261,3182,3109,3035,2962,2888,2815,2747,2679,2611,2543,2475
3461,"Kamihei-gun, Otsuchi-cho, Iwate","岩手県 上閉伊郡 大槌町",21292,21085,20878,20672,20465,20258,20021,19784,19548,19311,19074,18919,18765,18610,18456,18301,18137,17973,17808,17644,17480,17287,17094,16902,16709,16516,16268,16020,15772,15524,15276,14573,13869,13166,12462,11759,11608,11457,11306,11155,11004,10791,10577,10364,10150,9937,9734,9531,9328,9125,8922,8728,8534,8341,8147,7953,7769,7586,7402,7219,7035,6864,6693,6521,6350,6179,6022,5865,5708,5551,5394
3482,"Shimohei-gun, Yamada-machi, Iwate","岩手県 下閉伊郡 山田町",25321,25177,25033,24890,24746,24602,24267,23931,23596,23260,22925,22744,22563,22381,22200,22019,21858,21697,21536,21375,21214,21000,20785,20571,20356,20142,19837,19532,19227,18922,18617,18059,17501,16942,16384,15826,15525,15224,14922,14621,14320,14033,13746,13458,13171,12884,12608,12332,12057,11781,11505,11237,10969,10701,10433,10165,9911,9658,9404,9151,8897,8667,8436,8206,7975,7745,7537,7328,7120,6911,6703
3483,"Shimohei-gun, Iwaizumi-cho, Iwate","岩手県 下閉伊郡 岩泉町",18236,17981,17725,17470,17214,16959,16600,16241,15882,15523,15164,14907,14650,14393,14136,13879,13672,13465,13259,13052,12845,12659,12473,12286,12100,11914,11692,11470,11248,11026,10804,10611,10419,10226,10034,9841,9618,9395,9172,8949,8726,8536,8345,8155,7964,7774,7605,7436,7268,7099,6930,6771,6613,6454,6296,6137,5991,5845,5699,5553,5407,5271,5135,5000,4864,4728,4602,4476,4351,4225,4099
3484,"Shimohei-gun, Tanohata-mura, Iwate","岩手県 下閉伊郡 田野畑村",5225,5220,5215,5209,5204,5199,5163,5127,5091,5055,5019,4976,4934,4891,4849,4806,4751,4695,4640,4584,4529,4471,4414,4356,4299,4241,4161,4082,4002,3923,3843,3768,3692,3617,3541,3466,3385,3303,3222,3140,3059,2994,2930,2865,2801,2736,2674,2613,2551,2490,2428,2372,2315,2259,2202,2146,2094,2042,1991,1939,1887,1836,1785,1734,1683,1632,1583,1534,1486,1437,1388
3485,"Shimohei-gun, Fudai-mura, Iwate","岩手県 下閉伊郡 普代村",4023,4021,4019,4017,4015,4013,3992,3971,3951,3930,3909,3886,3864,3841,3819,3796,3753,3711,3668,3626,3583,3538,3493,3448,3403,3358,3304,3250,3196,3142,3088,3029,2971,2912,2854,2795,2733,2672,2610,2549,2487,2432,2376,2321,2265,2210,2157,2105,2052,2000,1947,1898,1849,1801,1752,1703,1658,1613,1568,1523,1478,1435,1391,1348,1304,1261,1220,1179,1139,1098,1057
3501,"Kunohe-gun, Karumai-machi, Iwate","岩手県 九戸郡 軽米町",13768,13712,13656,13599,13543,13487,13319,13151,12982,12814,12646,12575,12504,12432,12361,12290,12205,12119,12034,11948,11863,11690,11517,11343,11170,10997,10839,10682,10524,10367,10209,10034,9859,9683,9508,9333,9151,8968,8786,8603,8421,8253,8085,7918,7750,7582,7422,7262,7102,6942,6782,6634,6486,6337,6189,6041,5899,5758,5616,5475,5333,5197,5061,4926,4790,4654,4525,4395,4266,4136,4007
3503,"Kunohe-gun, Noda-mura, Iwate","岩手県 九戸郡 野田村",5304,5320,5335,5351,5366,5382,5363,5343,5324,5304,5285,5269,5253,5236,5220,5204,5202,5200,5199,5197,5195,5160,5125,5089,5054,5019,4942,4864,4787,4709,4632,4535,4439,4342,4246,4149,4106,4064,4021,3979,3936,3872,3808,3743,3679,3615,3551,3486,3422,3357,3293,3229,3164,3100,3035,2971,2910,2849,2789,2728,2667,2608,2549,2490,2431,2372,2318,2265,2211,2158,2104
3506,"Kunohe-gun, Kunohe-mura, Iwate","岩手県 九戸郡 九戸村",8496,8411,8327,8242,8158,8073,8055,8038,8020,8003,7985,7933,7882,7830,7779,7727,7646,7566,7485,7405,7324,7254,7184,7114,7044,6974,6881,6787,6694,6600,6507,6379,6250,6122,5993,5865,5768,5670,5573,5475,5378,5269,5160,5052,4943,4834,4730,4626,4522,4418,4314,4215,4116,4018,3919,3820,3730,3639,3549,3458,3368,3283,3199,3114,3030,2945,2866,2787,2708,2629,2550
3507,"Kunohe-gun, Hirono-cho, Iwate","岩手県 九戸郡 洋野町",24403,24286,24169,24052,23935,23818,23615,23412,23208,23005,22802,22506,22210,21914,21618,21322,21151,20979,20808,20636,20465,20277,20089,19900,19712,19524,19202,18880,18557,18235,17913,17669,17425,17181,16937,16693,16373,16052,15732,15411,15091,14775,14459,14144,13828,13512,13208,12904,12600,12296,11992,11708,11425,11141,10858,10574,10312,10050,9787,9525,9263,9011,8759,8506,8254,8002,7766,7530,7293,7057,6821
3524,"Ninohe-gun, Ichinohe-machi, Iwate","岩手県 二戸郡 一戸町",20861,20770,20679,20589,20498,20407,20048,19688,19329,18969,18610,18469,18328,18188,18047,17906,17711,17517,17322,17128,16933,16656,16379,16103,15826,15549,15277,15004,14732,14459,14187,13933,13680,13426,13173,12919,12634,12349,12064,11779,11494,11183,10872,10560,10249,9938,9707,9476,9245,9014,8783,8569,8355,8142,7928,7714,7519,7324,7129,6934,6739,6555,6370,6186,6001,5817,5645,5473,5300,5128,4956
4100,"Sendai-shi, Miyagi","宮城県 仙台市",792036,805096,818156,831215,844275,857335,869548,881760,893973,906185,918398,928978,939558,950137,960717,971297,978664,986030,993397,1000763,1008130,1011524,1014917,1018311,1021704,1025098,1029276,1033453,1037631,1041808,1045986,1053221,1060455,1067690,1074924,1082159,1085068,1087977,1090886,1093795,1096704,1096764,1096824,1096884,1096944,1097004,1095667,1094330,1092993,1091656,1090319,1087644,1084969,1082295,1079620,1076945,1072779,1068612,1064446,1060279,1056113,1050722,1045331,1039939,1034548,1029157,1023092,1017027,1010962,1004897,998832
4202,"Ishinomaki-shi, Miyagi","宮城県 石巻市",186094,186193,186291,186390,186488,186587,185852,185117,184381,183646,182911,182113,181316,180518,179721,178923,178094,177265,176436,175607,174778,173287,171796,170306,168815,167324,166024,164725,163425,162126,160826,158104,155381,152659,149936,147214,145801,144389,142976,141564,140151,138402,136652,134903,133153,131404,129578,127751,125925,124098,122272,120458,118643,116829,115014,113200,111406,109613,107819,106026,104232,102463,100694,98924,97155,95386,93666,91946,90225,88505,86785
4203,"Shiogama-shi, Miyagi","宮城県 塩竈市",61040,61197,61354,61511,61668,61825,61865,61905,61945,61985,62025,62333,62641,62950,63258,63566,63162,62758,62355,61951,61547,61109,60671,60233,59795,59357,58784,58210,57637,57063,56490,56029,55569,55108,54648,54187,53790,53393,52997,52600,52203,51680,51156,50633,50109,49586,49025,48464,47904,47343,46782,46189,45596,45002,44409,43816,43206,42596,41986,41376,40766,40158,39550,38942,38334,37726,37137,36548,35960,35371,34782
4205,"Kesennuma-shi, Miyagi","宮城県 気仙沼市",92246,92090,91935,91779,91624,91468,90805,90142,89478,88815,88152,87491,86830,86170,85509,84848,84357,83866,83376,82885,82394,81517,80641,79764,78888,78011,77107,76202,75298,74393,73489,71789,70089,68388,66688,64988,64220,63452,62683,61915,61147,60100,59052,58005,56957,55910,54864,53819,52773,51728,50682,49668,48654,47639,46625,45611,44643,43675,42707,41739,40771,39853,38935,38018,37100,36182,35315,34448,33582,32715,31848
4206,"Shiroishi-shi, Miyagi","宮城県 白石市",41275,41472,41670,41867,42065,42262,42216,42169,42123,42076,42030,41994,41959,41923,41888,41852,41640,41428,41217,41005,40793,40533,40273,40012,39752,39492,39078,38664,38250,37836,37422,36992,36562,36132,35702,35272,34769,34266,33764,33261,32758,32169,31581,30992,30404,29815,29368,28921,28474,28027,27580,27132,26685,26237,25790,25342,24891,24439,23988,23536,23085,22636,22187,21739,21290,20841,20407,19972,19538,19103,18669
4207,"Natori-shi, Miyagi","宮城県 名取市",49715,49951,50188,50424,50661,50897,51464,52031,52598,53165,53732,55384,57036,58689,60341,61993,63038,64082,65127,66171,67216,67505,67794,68084,68373,68662,69556,70451,71345,72240,73134,73841,74548,75254,75961,76668,77078,77488,77898,78308,78718,78586,78454,78321,78189,78057,78222,78387,78553,78718,78883,78934,78985,79036,79087,79138,79101,79064,79026,78989,78952,78826,78700,78574,78448,78322,78072,77822,77571,77321,77071
4208,"Kakuda-shi, Miyagi","宮城県 角田市",33731,34009,34286,34564,34841,35119,35181,35244,35306,35369,35431,35408,35385,35362,35339,35316,35124,34931,34739,34546,34354,34123,33892,33661,33430,33199,32826,32454,32081,31709,31336,31105,30874,30642,30411,30180,29739,29298,28858,28417,27976,27590,27203,26817,26430,26044,25668,25291,24915,24538,24162,23789,23417,23044,22672,22299,21920,21541,21161,20782,20403,20016,19630,19243,18857,18470,18091,17712,17333,16954,16575
4209,"Tagajo-shi, Miyagi","宮城県 多賀城市",50785,51515,52245,52976,53706,54436,55240,56044,56848,57652,58456,58890,59324,59757,60191,60625,60791,60958,61124,61291,61457,61715,61972,62230,62487,62745,62808,62871,62934,62997,63060,62867,62674,62482,62289,62096,62242,62388,62535,62681,62827,62712,62598,62483,62369,62254,61940,61626,61313,60999,60685,60310,59934,59559,59183,58808,58382,57957,57531,57106,56680,56221,55761,55302,54842,54383,53898,53413,52928,52443,51958
4211,"Iwanuma-shi, Miyagi","宮城県 岩沼市",34910,35232,35554,35875,36197,36519,36833,37148,37462,37777,38091,38487,38883,39280,39676,40072,40339,40606,40873,41140,41407,41910,42413,42915,43418,43921,43974,44027,44081,44134,44187,44285,44383,44482,44580,44678,44556,44434,44312,44190,44068,43892,43715,43539,43362,43186,42947,42708,42468,42229,41990,41727,41465,41202,40940,40677,40392,40108,39823,39539,39254,38940,38625,38311,37996,37682,37343,37003,36664,36324,35985
4212,"Tome-shi, Miyagi","宮城県 登米市",98568,98691,98814,98936,99059,99182,98992,98802,98611,98421,98231,97951,97671,97392,97112,96832,96219,95607,94994,94382,93769,92878,91988,91097,90207,89316,88247,87177,86108,85038,83969,83567,83165,82763,82361,81959,80775,79590,78406,77221,76037,74571,73105,71640,70174,68708,67644,66581,65517,64454,63390,62386,61382,60379,59375,58371,57401,56431,55462,54492,53522,52543,51565,50586,49608,48629,47659,46690,45720,44751,43781
4213,"Kurihara-shi, Miyagi","宮城県 栗原市",95801,95649,95497,95346,95194,95042,94404,93766,93128,92490,91852,91192,90532,89872,89212,88552,87831,87110,86389,85668,84947,84007,83067,82128,81188,80248,79185,78122,77058,75995,74932,73927,72922,71916,70911,69906,68852,67798,66745,65691,64637,63485,62333,61180,60028,58876,57757,56638,55519,54400,53281,52249,51217,50185,49153,48121,47149,46177,45205,44233,43261,42306,41351,40396,39441,38486,37575,36663,35752,34840,33929
4214,"Higashimatsushima-shi, Miyagi","宮城県 東松島市",36865,37348,37831,38314,38797,39280,39509,39738,39966,40195,40424,40895,41366,41836,42307,42778,42858,42939,43019,43100,43180,43191,43202,43213,43224,43235,43169,43102,43036,42969,42903,42223,41543,40863,40183,39503,39422,39341,39260,39179,39098,38731,38364,37998,37631,37264,36905,36546,36187,35828,35469,35087,34706,34324,33943,33561,33154,32748,32341,31935,31528,31115,30702,30289,29876,29463,29037,28611,28184,27758,27332
4215,"Osaki-shi, Miyagi","宮城県 大崎市",130266,130901,131535,132170,132804,133439,133793,134147,134500,134854,135208,135780,136352,136924,137496,138068,138317,138566,138815,139064,139313,139149,138984,138820,138655,138491,137822,137153,136485,135816,135147,134796,134445,134093,133742,133391,132179,130967,129754,128542,127330,125683,124036,122390,120743,119096,117883,116670,115456,114243,113030,111803,110577,109350,108124,106897,105641,104386,103130,101875,100619,99312,98004,96697,95389,94082,92734,91385,90037,88688,87340
4301,"Katta-gun, Zao-machi, Miyagi","宮城県 刈田郡 蔵王町",13833,13901,13970,14038,14107,14175,14155,14135,14114,14094,14074,14042,14010,13979,13947,13915,13841,13767,13693,13619,13545,13500,13454,13409,13363,13318,13231,13144,13056,12969,12882,12769,12656,12542,12429,12316,12136,11957,11777,11598,11418,11267,11116,10966,10815,10664,10518,10371,10225,10078,9932,9785,9637,9490,9342,9195,9046,8896,8747,8597,8448,8295,8141,7988,7834,7681,7528,7375,7222,7069,6916
4302,"Katta-gun, Shichikashuku-machi, Miyagi","宮城県 刈田郡 七ヶ宿町",2926,2849,2773,2696,2620,2543,2476,2409,2342,2275,2208,2201,2194,2188,2181,2174,2146,2118,2090,2062,2034,2001,1969,1936,1904,1871,1836,1800,1765,1729,1694,1647,1601,1554,1508,1461,1421,1381,1342,1302,1262,1229,1196,1163,1130,1097,1072,1046,1021,995,970,949,928,906,885,864,845,825,806,786,767,750,734,717,701,684,667,650,633,616,599
4321,"Shibata-gun, Ogawara-machi, Miyagi","宮城県 柴田郡 大河原町",19332,19527,19721,19916,20110,20305,20424,20543,20663,20782,20901,21120,21339,21557,21776,21995,22149,22304,22458,22613,22767,22881,22994,23108,23221,23335,23374,23413,23452,23491,23530,23584,23637,23691,23744,23798,23753,23707,23662,23616,23571,23495,23419,23343,23267,23191,23097,23003,22910,22816,22722,22611,22499,22388,22276,22165,22038,21910,21783,21655,21528,21380,21232,21084,20936,20788,20624,20459,20295,20130,19966
4322,"Shibata-gun, Murata-machi, Miyagi","宮城県 柴田郡 村田町",13370,13457,13545,13632,13720,13807,13772,13737,13702,13667,13632,13613,13595,13576,13558,13539,13464,13390,13315,13241,13166,13081,12996,12910,12825,12740,12591,12442,12293,12144,11995,11896,11797,11699,11600,11501,11334,11167,11000,10833,10666,10480,10295,10109,9924,9738,9601,9464,9327,9190,9053,8912,8772,8631,8491,8350,8208,8067,7925,7784,7642,7496,7350,7203,7057,6911,6769,6627,6484,6342,6200
4323,"Shibata-gun, Shibata-machi, Miyagi","宮城県 柴田郡 柴田町",32106,32768,33430,34092,34754,35416,35796,36176,36555,36935,37315,37602,37889,38175,38462,38749,38896,39043,39191,39338,39485,39550,39615,39679,39744,39809,39715,39622,39528,39435,39341,39378,39415,39451,39488,39525,39274,39023,38773,38522,38271,38065,37859,37654,37448,37242,36953,36663,36374,36084,35795,35461,35127,34793,34459,34125,33758,33390,33023,32655,32288,31907,31526,31145,30764,30383,30017,29651,29285,28919,28553
4324,"Shibata-gun, Kawasaki-machi, Miyagi","宮城県 柴田郡 川崎町",10636,10697,10757,10818,10878,10939,10911,10882,10854,10825,10797,10803,10810,10816,10823,10829,10838,10846,10855,10863,10872,10814,10756,10699,10641,10583,10462,10341,10220,10099,9978,9816,9654,9491,9329,9167,9003,8838,8674,8509,8345,8213,8081,7950,7818,7686,7555,7423,7292,7160,7029,6902,6775,6647,6520,6393,6270,6146,6023,5899,5776,5648,5519,5391,5262,5134,5012,4890,4769,4647,4525
4341,"Igu-gun, Marumori-machi, Miyagi","宮城県 伊具郡 丸森町",20849,20799,20749,20698,20648,20598,20429,20261,20092,19924,19755,19592,19429,19267,19104,18941,18726,18512,18297,18083,17868,17653,17438,17222,17007,16792,16534,16276,16017,15759,15501,15195,14889,14584,14278,13972,13630,13288,12946,12604,12262,11891,11520,11148,10777,10406,10157,9907,9658,9408,9159,8927,8695,8462,8230,7998,7783,7567,7352,7136,6921,6718,6514,6311,6107,5904,5718,5532,5346,5160,4974
4361,"Watari-gun, Watari-cho, Miyagi","宮城県 亘理郡 亘理町",27822,28110,28398,28687,28975,29263,29471,29678,29886,30093,30301,30848,31394,31941,32487,33034,33381,33728,34076,34423,34770,34842,34915,34987,35060,35132,35075,35017,34960,34902,34845,34594,34343,34091,33840,33589,33489,33388,33288,33187,33087,32917,32746,32576,32405,32235,31956,31677,31398,31119,30840,30528,30217,29905,29594,29282,28945,28609,28272,27936,27599,27252,26906,26559,26213,25866,25516,25166,24817,24467,24117
4362,"Watari-gun, Yamamoto-cho, Miyagi","宮城県 亘理郡 山元町",17630,17751,17872,17994,18115,18236,18242,18249,18255,18262,18268,18377,18487,18596,18706,18815,18759,18704,18648,18593,18537,18372,18207,18043,17878,17713,17511,17309,17108,16906,16704,15826,14948,14071,13193,12315,12261,12207,12154,12100,12046,11949,11853,11756,11660,11563,11428,11293,11157,11022,10887,10740,10593,10445,10298,10151,10000,9849,9697,9546,9395,9241,9087,8932,8778,8624,8481,8339,8196,8054,7911
4401,"Miyagi-gun, Matsushima-machi, Miyagi","宮城県 宮城郡 松島町",17246,17310,17375,17439,17504,17568,17541,17513,17486,17458,17431,17414,17396,17379,17361,17344,17287,17230,17173,17116,17059,16886,16713,16539,16366,16193,15971,15750,15528,15307,15085,14952,14819,14687,14554,14421,14201,13982,13762,13543,13323,13129,12935,12742,12548,12354,12163,11972,11780,11589,11398,11205,11012,10820,10627,10434,10243,10052,9861,9670,9479,9295,9110,8926,8741,8557,8380,8204,8027,7851,7674
4404,"Miyagi-gun, Shichigahama-machi, Miyagi","宮城県 宮城郡 七ヶ浜町",16393,16736,17078,17421,17763,18106,18389,18673,18956,19240,19523,19752,19981,20210,20439,20668,20761,20853,20946,21038,21131,21118,21106,21093,21081,21068,20938,20807,20677,20546,20416,20063,19710,19358,19005,18652,18548,18444,18340,18236,18132,17934,17736,17538,17340,17142,16923,16703,16484,16264,16045,15811,15577,15344,15110,14876,14635,14393,14152,13910,13669,13426,13184,12941,12699,12456,12215,11974,11732,11491,11250
4406,"Miyagi-gun, Rifu-cho, Miyagi","宮城県 宮城郡 利府町",11201,11367,11533,11699,11865,12031,12889,13747,14605,15463,16321,18084,19847,21609,23372,25135,26078,27020,27963,28905,29848,30330,30812,31293,31775,32257,32604,32952,33299,33647,33994,34362,34730,35099,35467,35835,35704,35574,35443,35313,35182,35174,35166,35157,35149,35141,35048,34955,34861,34768,34675,34538,34401,34264,34127,33990,33803,33617,33430,33244,33057,32830,32604,32377,32151,31924,31669,31414,31160,30905,30650
4421,"Kurokawa-gun, Taiwa-cho, Miyagi","宮城県 黒川郡 大和町",18662,18683,18704,18726,18747,18768,18777,18786,18796,18805,18814,19622,20431,21239,22048,22856,23167,23478,23788,24099,24410,24430,24450,24469,24489,24509,24586,24663,24740,24817,24894,25564,26234,26904,27574,28244,28352,28461,28569,28678,28786,28819,28851,28884,28916,28949,28930,28912,28893,28875,28856,28811,28766,28721,28676,28631,28561,28492,28422,28353,28283,28173,28062,27952,27841,27731,27575,27420,27264,27109,26953
4422,"Kurokawa-gun, Osato-cho, Miyagi","宮城県 黒川郡 大郷町",10172,10231,10289,10348,10406,10465,10457,10449,10442,10434,10426,10385,10344,10302,10261,10220,10130,10039,9949,9858,9768,9699,9630,9562,9493,9424,9325,9225,9126,9026,8927,8816,8704,8593,8481,8370,8259,8147,8036,7924,7813,7696,7579,7462,7345,7228,7103,6978,6852,6727,6602,6483,6364,6244,6125,6006,5892,5778,5665,5551,5437,5320,5203,5085,4968,4851,4736,4622,4507,4393,4278
4423,"Kurokawa-gun, Tomiya-machi, Miyagi","宮城県 黒川郡 富谷町",13930,14755,15579,16404,17228,18053,19365,20676,21988,23299,24611,25734,26856,27979,29101,30224,31361,32498,33635,34772,35909,37046,38183,39319,40456,41593,42683,43773,44862,45952,47042,47952,48862,49771,50681,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591,51591
4424,"Kurokawa-gun, Ohira-mura, Miyagi","宮城県 黒川郡 大衡村",5200,5270,5339,5409,5478,5548,5615,5683,5750,5818,5885,5914,5942,5971,5999,6028,6021,6014,6006,5999,5992,5915,5838,5761,5684,5607,5552,5498,5443,5389,5334,5408,5482,5555,5629,5703,5732,5761,5791,5820,5849,5857,5865,5874,5882,5890,5894,5898,5902,5906,5910,5909,5907,5906,5904,5903,5895,5887,5878,5870,5862,5849,5836,5823,5810,5797,5777,5757,5737,5717,5697
4444,"Kami-gun, Shikama-cho, Miyagi","宮城県 加美郡 色麻町",8865,8851,8837,8822,8808,8794,8779,8763,8748,8732,8717,8666,8615,8565,8514,8463,8403,8343,8282,8222,8162,8101,8040,7978,7917,7856,7771,7686,7601,7516,7431,7392,7354,7315,7277,7238,7130,7022,6914,6806,6698,6605,6512,6418,6325,6232,6138,6044,5950,5856,5762,5672,5583,5493,5404,5314,5227,5140,5053,4966,4879,4787,4694,4602,4509,4417,4324,4232,4139,4047,3954
4445,"Kami-gun, Kami-machi, Miyagi","宮城県 加美郡 加美町",30996,30967,30937,30908,30878,30849,30716,30583,30450,30317,30184,30040,29897,29753,29610,29466,29239,29012,28784,28557,28330,28106,27883,27659,27436,27212,26875,26538,26201,25864,25527,25170,24813,24457,24100,23743,23383,23023,22663,22303,21943,21573,21204,20834,20465,20095,19739,19384,19028,18673,18317,17976,17634,17293,16951,16610,16279,15948,15618,15287,14956,14635,14314,13992,13671,13350,13042,12733,12425,12116,11808
4501,"Toda-gun, Wakuya-cho, Miyagi","宮城県 遠田郡 涌谷町",21319,21328,21336,21345,21353,21362,21264,21166,21067,20969,20871,20731,20591,20450,20310,20170,19999,19827,19656,19484,19313,19132,18952,18771,18591,18410,18227,18044,17860,17677,17494,17335,17177,17018,16860,16701,16438,16176,15913,15651,15388,15040,14691,14343,13994,13646,13407,13168,12929,12690,12451,12214,11977,11741,11504,11267,11038,10808,10579,10349,10120,9892,9664,9435,9207,8979,8762,8545,8329,8112,7895
4505,"Toda-gun, Misato-machi, Miyagi","宮城県 遠田郡 美里町",28152,28294,28436,28578,28720,28862,28722,28583,28443,28304,28164,28127,28090,28054,28017,27980,27863,27746,27629,27512,27395,27182,26969,26755,26542,26329,26101,25873,25646,25418,25190,25122,25055,24987,24920,24852,24680,24509,24337,24166,23994,23713,23431,23150,22868,22587,22328,22069,21810,21551,21292,21021,20750,20480,20209,19938,19661,19384,19108,18831,18554,18271,17988,17704,17421,17138,16857,16576,16296,16015,15734
